BallotGroup,OfficeName,NumberRunning
F,9TH CONGRESS,30
F,10TH CONGRESS,30
F,13TH CONGRESS,27
F,14TH CONGRESS,27
F,2ND CONGRESS,6
F,19TH CONGRESS,2
RC,1ST CIRCUIT - RETAIN SCHWARTZ,24
RC,1ST CIRCUIT - RETAIN GRACE,24
RC,2ND CIRCUIT - RETAIN GAMBER,24
RC,2ND CIRCUIT - RETAIN HOPKINS,24
RC,2ND CIRCUIT - RETAIN DUNN,18
RC,2ND CIRCUIT - RETAIN FRANKLAND,18
RC,5TH CIRCUIT - RETAIN EVERHART,16
RC,5TH CIRCUIT - RETAIN RIGHTER,16
RC,6TH CIRCUIT - RETAIN SHONKWILER,16
RC,6TH CIRCUIT - RETAIN LADD,16
RC,4TH CIRCUIT - RETAIN TODD,12
RC,5TH CIRCUIT - RETAIN JACOBS,12
RC,5TH CIRCUIT - RETAIN ANDERSON,12
RC,5TH CIRCUIT - RETAIN CLARY,12
RC,5TH CIRCUIT - RETAIN GLENN,12
RC,"7TH CIRCUIT - RETAIN ZAPPA, JR.",12
RC,2ND CIRCUIT - RETAIN LAMAR,10
RC,3RD CIRCUIT - RETAIN MATOESIAN,10
RC,4TH CIRCUIT - RETAIN KILEY,10
RC,4TH CIRCUIT - RETAIN LONG,10
RC,7TH CIRCUIT - RETAIN MITCHELL,10
RC,7TH CIRCUIT - RETAIN LONDRIGAN,10
RC,8TH CIRCUIT - RETAIN POPE,10
RC,9TH CIRCUIT - RETAIN STOVERINK,10
RC,"13TH CIRCUIT - RETAIN RYAN, JR.",10
RC,13TH CIRCUIT - RETAIN BERNABEI,10
RC,14TH CIRCUIT - RETAIN LEFSTEIN,10
RC,"14TH CIRCUIT - RETAIN CONWAY, JR.",10
RC,8TH CIRCUIT - RETAIN DRUMMOND,8
RC,8TH CIRCUIT - RETAIN McMILLEN,6
RC,10TH CIRCUIT - RETAIN BRANDT,6
RC,11TH CIRCUIT - RETAIN PACEY,4
RC,11TH CIRCUIT - RETAIN HUSCHEN,2
RC,11TH CIRCUIT - RETAIN DRAZEWSKI,2
RC,14TH CIRCUIT - RETAIN HAUPTMAN,2
RC,15TH CIRCUIT - RETAIN URSIN,2
RC,16TH CIRCUIT - RETAIN SPENCE,2
RC,16TH CIRCUIT - RETAIN STUCKERT,2
RC,17TH CIRCUIT - RETAIN ZENOFF,2
RC,17TH CIRCUIT - RETAIN HOLMGREN,2
RC,18TH CIRCUIT - RETAIN WHEATON,2
RC,18TH CIRCUIT - RETAIN EQUI,2
RC,18TH CIRCUIT - RETAIN POPEJOY,2
RC,19TH CIRCUIT - RETAIN McKOSKI,2
RC,19TH CIRCUIT - RETAIN MULLEN,2
RC,19TH CIRCUIT - RETAIN ROSSETTI,2
RC,19TH CIRCUIT - RETAIN FOREMAN,2
RC,20TH CIRCUIT - RETAIN LeCHIEN,2
RC,20TH CIRCUIT - RETAIN BARICEVIC,2
RC,20TH CIRCUIT - RETAIN HATCH,2
RC,21ST CIRCUIT - RETAIN ELLIOTT,2
RC,COOK CIRCUIT - RETAIN HALL,2
RC,COOK CIRCUIT - RETAIN SOLGANICK,2
RC,COOK CIRCUIT - RETAIN WHITE,2
RC,"COOK CIRCUIT - RETAIN O'BRIEN, JR.",2
RC,COOK CIRCUIT - RETAIN GAUGHAN,2
RC,COOK CIRCUIT - RETAIN MADDUX,2
RC,COOK CIRCUIT - RETAIN BERTUCCI,2
RC,"COOK CIRCUIT - RETAIN BILLIK, JR.",2
RC,COOK CIRCUIT - RETAIN BRICE,2
RC,COOK CIRCUIT - RETAIN DAVY,2
RC,COOK CIRCUIT - RETAIN DELGADO,2
RC,COOK CIRCUIT - RETAIN DOOLING,2
RC,COOK CIRCUIT - RETAIN EVANS,2
RC,COOK CIRCUIT - RETAIN GOLDBERG,2
RC,COOK CIRCUIT - RETAIN GRUSSEL,2
RC,COOK CIRCUIT - RETAIN INGRAM,2
RC,COOK CIRCUIT - RETAIN JAGIELSKI,2
RC,COOK CIRCUIT - RETAIN JONES,2
RC,"COOK CIRCUIT - RETAIN JORDAN, DANIEL",2
RC,COOK CIRCUIT - RETAIN KELLY,2
RC,COOK CIRCUIT - RETAIN LAMPKIN,2
K,HENDERSON / MERCER / WARREN -SUPT. OF SCHOOLS,30
K,IROQUOIS / KANKAKEE - SUPERINTENDENT OF SCHOOLS,30
K,JACKSON / PERRY - SUPERINTENDENT OF SCHOOLS,30
K,LEE / OGLE - SUPERINTENDENT OF SCHOOLS,30
K,ALEXANDER / JOHNSON / MASSAC ETC.- SUPT. OF SCHOOL,28
K,BOND / EFFINGHAM / FAYETTE - SUPT. OF SCHOOLS,28
K,BOONE / WINNEBAGO - SUPERINTENDENT OF SCHOOLS,28
K,BROWN / CASS / MORGAN / SCOTT- SUPT. OF SCHOOLS,28
K,MARSHALL / PUTNAM / WOODFOOD - SUPT. OF SCHOOLS,18
K,MONROE / RANDOLPH - SUPERINTENDENT OF SCHOOLS,18
K,ADAMS / PIKE - SUPERINTENDENT OF SCHOOLS,14
K,CARROLL / JoDAVIESS / STEPHENSON - SUPT. OF SCHOOL,13
K,CHAMPAIGN / FORD - SUPERINTENDENT OF SCHOOLS,13
K,FRANKLIN / WILLIAMSON - SUPERINTENDENT OF SCHOOLS,13
K,FULTON / SCHUYLER - SUPERINTENDENT OF SCHOOLS,13
K,GRUNDY / KENDALL - SUPERINTENDENT OF SCHOOLS,13
K,HAMILTON / JEFFERSON - SUPERINTENDENT OF SCHOOLS,13
K,HANCOCK / McDONOUGH - SUPERINTENDENT OF SCHOOLS,13
K,BUREAU / HENRY / STARK - SUPT. OF SCHOOLS,10
K,DeWITT / LIVINGSTON / McLEAN - SUPT. OF SCHOOLS,9
K,CLINTON / MARION / WASHINGTON - SUPT. OF SCHOOLS,8
K,EDWARDS / GALLATIN / HARDIN ETC. - SUPT. OF SCHOOL,8
K,"CALHOUN / GREENE / JERSEY, ETC. - SUPT. OF SCHOOLS",7
K,CHRISTIAN / MONTGOMERY - SUPERINTENDENT OF SCHOOLS,6
K,CLARK / COLES / CUMBERLAND ETC. - SUPT. OF SCHOOLS,6
K,CLAY / CRAWFORD / JASPER ETC. - SUPT. OF SCHOOLS,3
K,MACON / PIATT - SUPERINTENDENT OF SCHOOLS,2
K,LOGAN / MASON / MENARD - SUPERINTENDENT OF SCHOOLS,1
LD,COOK CIRCUIT - 1ST SUBCIRCUIT - COLEMAN VACANCY,26
LD,COOK CIRCUIT - 1ST SUBCIRCUIT - STEELE VACANCY,26
LD,COOK CIRCUIT - 1ST SUBCIRCUIT - A VACANCY,26
LD,"COOK CIRCUIT - 3RD SUBCIRCUIT - CARMODY, JR.  VAC.",26
LD,COOK CIRCUIT - 3RD SUBCIRCUIT - DARCY VACANCY,26
LD,COOK CIRCUIT - 3RD SUBCIRCUIT - A VACANCY,26
LD,COOK CIRCUIT - 9TH SUBCIRCUIT - OTAKA,26
LD,COOK CIRCUIT - 9TH SUBCIRCUIT - A VACANCY,26
LD,COOK CIRCUIT - 11TH SUBCIRCUIT - RILEY VACANCY,26
LD,COOK CIRCUIT - 14TH SUBCIRCUIT - A VACANCY,26
LD,COOK CIRCUIT - 15TH SUBCIRCUIT - LIPINSKI VACANCY,26
LD,COOK CIRCUIT - 15TH SUBCIRCUIT - PANICHI VACANCY,26
LD,COOK CIRCUIT - 15TH SUBCIRCUIT - PHELAN VACANCY,26
RB,1ST APPELLATE - RETAIN GORDON,74
RB,1ST APPELLATE - RETAIN HALL,74
RB,2ND APPELLATE - RETAIN BOWMAN,74
RB,3RD APPELLATE - RETAIN McDADE,74
RB,5TH APPELLATE - RETAIN WELCH,18
RA,3RD SUPREME - RETAIN KILBRIDE,42
RA,1ST SUPREME - RETAIN FREEMAN,26
RA,1ST SUPREME - RETAIN FITZGERALD,26
RA,2ND SUPREME - RETAIN THOMAS,26
LB,4TH APPELLATE - COOK VACANCY,16
LB,1ST APPELLATE - McNULTY VACANCY,9
LB,1ST APPELLATE - O'MALLEY VACANCY,9
LB,1ST APPELLATE - SOUTH VACANCY,9
LB,2ND APPELLATE - CALLUM VACANCY,9
LB,2ND APPELLATE - GILLERAN-JOHNSON VACANCY,5
